Longitude;Latitude;Lote;Conjunto de datos;Producto;Id obj.;Distancia(m);Curso(deg);Duración(s);Elevación(m);Tiempo;Cuenta de área;Anch. de fja.(m);Desviación Y(m);Flj cultivos(M)(tonne/h);Humedad(%);Masa de rend.(húmedo)(tonne/ha);(húmedo)Vol. Rend. (húmedo)(L/ha);(seco)Masa de rend.(tonne/ha);Vol. de rend.(seco)(L/ha);Humedad(%);Temp. aire(°C);Velocidad del viento(km/h);Temp. suelo(°C);Num. de paso;Velocidad(km/h);Prod.(ha/h);Flj cultivos(V)(m³/s);Fecha
-56,56365800;-33,76236771;Sauce Chico;Harvest;1;905;1,571;325,96;1,000;149,43;21/11/2023;Activado;10,67;0,00;41,40;7,770;6,861;10250;6,861;10250;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,017;21/11/2023
-56,56366737;-33,76235593;Sauce Chico;Harvest;1;906;1,571;326,13;1,000;149,39;21/11/2023;Activado;10,67;0,00;40,86;7,770;6,772;10116;6,772;10116;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,017;21/11/2023
-56,56367688;-33,76234419;Sauce Chico;Harvest;1;907;1,571;326,17;1,000;149,35;21/11/2023;Activado;10,67;0,00;45,04;7,770;7,464;11150;7,464;11150;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,019;21/11/2023
-56,56368624;-33,76233239;Sauce Chico;Harvest;1;908;1,571;326,21;1,000;149,31;21/11/2023;Activado;10,67;0,00;40,61;7,770;6,730;10054;6,730;10054;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,017;21/11/2023
-56,56369564;-33,76232077;Sauce Chico;Harvest;1;909;1,551;326,23;1,000;149,28;21/11/2023;Activado;10,67;0,00;44,21;7,770;7,421;11086;7,421;11086;0,00;-17,78;0,00;-17,78;3;5,584;5,957;0,018;21/11/2023
-56,56370522;-33,76230910;Sauce Chico;Harvest;1;910;1,571;326,02;1,000;149,25;21/11/2023;Activado;10,67;0,00;40,28;7,760;6,676;9973,4;6,676;9973,4;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,017;21/11/2023
-56,56371473;-33,76229746;Sauce Chico;Harvest;1;911;1,561;325,87;1,000;149,23;21/11/2023;Activado;10,67;0,00;44,28;7,760;7,386;11033;7,386;11033;0,00;-17,78;0,00;-17,78;3;5,620;5,995;0,018;21/11/2023
-56,56372426;-33,76228587;Sauce Chico;Harvest;1;912;1,561;325,72;1,000;149,21;21/11/2023;Activado;10,67;0,00;40,07;7,760;6,683;9983,5;6,683;9983,5;0,00;-17,78;0,00;-17,78;3;5,620;5,995;0,017;21/11/2023
-56,56373354;-33,76227427;Sauce Chico;Harvest;1;913;1,551;325,98;1,000;149,19;21/11/2023;Activado;10,67;0,00;44,75;7,750;7,512;11221;7,512;11221;0,00;-17,78;0,00;-17,78;3;5,584;5,957;0,019;21/11/2023
-56,56374296;-33,76226266;Sauce Chico;Harvest;1;914;1,551;325,92;1,000;149,16;21/11/2023;Activado;10,67;0,00;44,35;7,770;7,445;11122;7,445;11122;0,00;-17,78;0,00;-17,78;3;5,584;5,957;0,018;21/11/2023
-56,56375222;-33,76225104;Sauce Chico;Harvest;1;915;1,551;326,04;1,000;149,12;21/11/2023;Activado;10,67;0,00;46,12;7,770;7,742;11565;7,742;11565;0,00;-17,78;0,00;-17,78;3;5,584;5,957;0,019;21/11/2023
-56,56376150;-33,76223935;Sauce Chico;Harvest;1;916;1,551;326,15;1,000;149,09;21/11/2023;Activado;10,67;0,00;44,17;7,770;7,415;11077;7,415;11077;0,00;-17,78;0,00;-17,78;3;5,584;5,957;0,018;21/11/2023
-56,56377102;-33,76222780;Sauce Chico;Harvest;1;917;1,551;325,93;1,000;149,05;21/11/2023;Activado;10,67;0,00;44,60;7,770;7,488;11185;7,488;11185;0,00;-17,78;0,00;-17,78;3;5,584;5,957;0,019;21/11/2023
-56,56378051;-33,76221623;Sauce Chico;Harvest;1;918;1,561;325,73;1,000;148,99;21/11/2023;Activado;10,67;0,00;40,14;7,770;6,695;10001;6,695;10001;0,00;-17,78;0,00;-17,78;3;5,620;5,995;0,017;21/11/2023
-56,56379010;-33,76220448;Sauce Chico;Harvest;1;919;1,581;325,67;1,000;148,94;21/11/2023;Activado;10,67;0,00;42,73;7,770;7,037;10513;7,037;10513;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,018;21/11/2023
-56,56379960;-33,76219269;Sauce Chico;Harvest;1;920;1,571;325,79;1,000;148,88;21/11/2023;Activado;10,67;0,00;40,00;7,780;6,629;9902,1;6,629;9902,1;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,017;21/11/2023
-56,56380908;-33,76218081;Sauce Chico;Harvest;1;921;1,581;325,87;1,000;148,80;21/11/2023;Activado;10,67;0,00;44,46;7,780;7,322;10938;7,322;10938;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,018;21/11/2023
-56,56381877;-33,76216893;Sauce Chico;Harvest;1;922;1,591;325,78;1,000;148,75;21/11/2023;Activado;10,67;0,00;45,25;7,790;7,406;11063;7,406;11063;0,00;-17,78;0,00;-17,78;3;5,728;6,111;0,019;21/11/2023
-56,56382832;-33,76215701;Sauce Chico;Harvest;1;923;1,591;325,93;1,000;148,69;21/11/2023;Activado;10,67;0,00;45,54;7,790;7,453;11133;7,453;11133;0,00;-17,78;0,00;-17,78;3;5,728;6,111;0,019;21/11/2023
-56,56383783;-33,76214515;Sauce Chico;Harvest;1;924;1,581;326,02;1,000;148,65;21/11/2023;Activado;10,67;0,00;43,42;7,790;7,150;10681;7,150;10681;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,018;21/11/2023
-56,56384739;-33,76213335;Sauce Chico;Harvest;1;925;1,581;326,04;1,000;148,60;21/11/2023;Activado;10,67;0,00;41,72;7,790;6,871;10265;6,871;10265;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,017;21/11/2023
-56,56385681;-33,76212151;Sauce Chico;Harvest;1;926;1,581;326,23;1,000;148,56;21/11/2023;Activado;10,67;0,00;42,26;7,790;6,960;10397;6,960;10397;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,018;21/11/2023
-56,56386638;-33,76210976;Sauce Chico;Harvest;1;927;1,581;326,04;1,000;148,52;21/11/2023;Activado;10,67;0,00;41,87;7,790;6,895;10300;6,895;10300;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,017;21/11/2023
-56,56387591;-33,76209818;Sauce Chico;Harvest;1;928;1,561;325,84;1,000;148,49;21/11/2023;Activado;10,67;0,00;43,99;7,790;7,338;10961;7,338;10961;0,00;-17,78;0,00;-17,78;3;5,620;5,995;0,018;21/11/2023
-56,56388556;-33,76208648;Sauce Chico;Harvest;1;929;1,571;325,70;1,000;148,45;21/11/2023;Activado;10,67;0,00;37,40;7,790;6,199;9260,4;6,199;9260,4;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,016;21/11/2023
-56,56389489;-33,76207470;Sauce Chico;Harvest;1;930;1,561;325,97;1,000;148,41;21/11/2023;Activado;10,67;0,00;39,35;7,790;6,563;9804,1;6,563;9804,1;0,00;-17,78;0,00;-17,78;3;5,620;5,995;0,016;21/11/2023
-56,56390430;-33,76206281;Sauce Chico;Harvest;1;931;1,581;326,26;1,000;148,36;21/11/2023;Activado;10,67;0,00;33,37;7,790;5,496;8209,9;5,496;8209,9;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,014;21/11/2023
-56,56391379;-33,76205096;Sauce Chico;Harvest;1;932;1,581;326,21;1,000;148,30;21/11/2023;Activado;10,67;0,00;40,46;7,790;6,664;9954,6;6,664;9954,6;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,017;21/11/2023
-56,56392340;-33,76203918;Sauce Chico;Harvest;1;933;1,581;326,10;1,000;148,26;21/11/2023;Activado;10,67;0,00;31,72;7,790;5,223;7802,5;5,223;7802,5;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,013;21/11/2023
-56,56393297;-33,76202739;Sauce Chico;Harvest;1;934;1,581;325,99;1,000;148,20;21/11/2023;Activado;10,67;0,00;38,95;7,790;6,415;9582,7;6,415;9582,7;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,016;21/11/2023
-56,56394270;-33,76201571;Sauce Chico;Harvest;1;935;1,581;325,71;1,000;148,17;21/11/2023;Activado;10,67;0,00;34,88;7,790;5,745;8581,9;5,745;8581,9;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,014;21/11/2023
-56,56395247;-33,76200392;Sauce Chico;Harvest;1;936;1,591;325,59;1,000;148,12;21/11/2023;Activado;10,67;0,00;41,62;7,790;6,811;10174;6,811;10174;0,00;-17,78;0,00;-17,78;3;5,728;6,111;0,017;21/11/2023
-56,56396180;-33,76199213;Sauce Chico;Harvest;1;937;1,571;325,94;1,000;148,07;21/11/2023;Activado;10,67;0,00;36,36;7,790;6,026;9001,9;6,026;9001,9;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,015;21/11/2023
-56,56397136;-33,76198033;Sauce Chico;Harvest;1;938;1,581;325,95;1,000;148,02;21/11/2023;Activado;10,67;0,00;44,10;7,790;7,263;10849;7,263;10849;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,018;21/11/2023
-56,56398075;-33,76196850;Sauce Chico;Harvest;1;939;1,571;326,24;1,000;147,96;21/11/2023;Activado;10,67;0,00;44,35;7,790;7,351;10981;7,351;10981;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,018;21/11/2023
-56,56399016;-33,76195659;Sauce Chico;Harvest;1;940;1,581;326,23;1,000;147,93;21/11/2023;Activado;10,67;0,00;45,25;7,800;7,452;11133;7,452;11133;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,019;21/11/2023
-56,56399973;-33,76194481;Sauce Chico;Harvest;1;941;1,581;325,98;1,000;147,89;21/11/2023;Activado;10,67;0,00;44,46;7,800;7,322;10938;7,322;10938;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,018;21/11/2023
-56,56400940;-33,76193300;Sauce Chico;Harvest;1;942;1,591;325,79;1,000;147,85;21/11/2023;Activado;10,67;0,00;44,96;7,800;7,358;10992;7,358;10992;0,00;-17,78;0,00;-17,78;3;5,728;6,111;0,019;21/11/2023
-56,56401899;-33,76192117;Sauce Chico;Harvest;1;943;1,581;325,81;1,000;147,81;21/11/2023;Activado;10,67;0,00;44,35;7,800;7,304;10911;7,304;10911;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,018;21/11/2023
-56,56402853;-33,76190947;Sauce Chico;Harvest;1;944;1,571;325,88;1,000;147,76;21/11/2023;Activado;10,67;0,00;46,33;7,800;7,679;11471;7,679;11471;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,019;21/11/2023
-56,56403789;-33,76189759;Sauce Chico;Harvest;1;945;1,581;326,29;1,000;147,72;21/11/2023;Activado;10,67;0,00;45,61;7,790;7,512;11221;7,512;11221;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,019;21/11/2023
-56,56404717;-33,76188584;Sauce Chico;Harvest;1;946;1,561;326,51;1,000;147,67;21/11/2023;Activado;10,67;0,00;45,79;7,800;7,638;11410;7,638;11410;0,00;-17,78;0,00;-17,78;3;5,620;5,995;0,019;21/11/2023
-56,56405695;-33,76187413;Sauce Chico;Harvest;1;947;1,581;325,99;1,000;147,63;21/11/2023;Activado;10,67;0,00;44,39;7,790;7,310;10920;7,310;10920;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,018;21/11/2023
-56,56406649;-33,76186240;Sauce Chico;Harvest;1;948;1,571;325,85;1,000;147,58;21/11/2023;Activado;10,67;0,00;43,63;7,790;7,231;10802;7,231;10802;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,018;21/11/2023
-56,56407617;-33,76185063;Sauce Chico;Harvest;1;949;1,581;325,82;1,000;147,53;21/11/2023;Activado;10,67;0,00;42,59;7,790;7,014;10477;7,014;10477;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,018;21/11/2023
-56,56408570;-33,76183879;Sauce Chico;Harvest;1;950;1,581;325,85;1,000;147,49;21/11/2023;Activado;10,67;0,00;43,92;7,790;7,233;10805;7,233;10805;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,018;21/11/2023
-56,56409524;-33,76182712;Sauce Chico;Harvest;1;951;1,571;325,89;1,000;147,45;21/11/2023;Activado;10,67;0,00;44,68;7,790;7,404;11061;7,404;11061;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,019;21/11/2023
-56,56410454;-33,76181517;Sauce Chico;Harvest;1;952;1,581;326,28;1,000;147,42;21/11/2023;Activado;10,67;0,00;43,13;7,790;7,103;10610;7,103;10610;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,018;21/11/2023
-56,56411399;-33,76180359;Sauce Chico;Harvest;1;953;1,551;326,24;1,000;147,39;21/11/2023;Activado;10,67;0,00;43,96;7,790;7,379;11023;7,379;11023;0,00;-17,78;0,00;-17,78;3;5,584;5,957;0,018;21/11/2023
-56,56412360;-33,76179186;Sauce Chico;Harvest;1;954;1,581;326,06;1,000;147,34;21/11/2023;Activado;10,67;0,00;39,46;7,790;6,498;9706,6;6,498;9706,6;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,016;21/11/2023
-56,56413294;-33,76178003;Sauce Chico;Harvest;1;955;1,571;326,32;1,000;147,28;21/11/2023;Activado;10,67;0,00;39,06;7,790;6,474;9670,4;6,474;9670,4;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,016;21/11/2023
-56,56414244;-33,76176834;Sauce Chico;Harvest;1;956;1,571;326,11;1,000;147,24;21/11/2023;Activado;10,67;0,00;37,40;7,800;6,199;9260,4;6,199;9260,4;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,016;21/11/2023
-56,56415186;-33,76175653;Sauce Chico;Harvest;1;957;1,571;326,17;1,000;147,20;21/11/2023;Activado;10,67;0,00;39,85;7,270;6,605;9866,5;6,605;9866,5;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,017;21/11/2023
-56,56416156;-33,76174486;Sauce Chico;Harvest;1;958;1,571;325,86;1,000;147,15;21/11/2023;Activado;10,67;0,00;35,60;7,270;5,901;8814,8;5,901;8814,8;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,015;21/11/2023
-56,56417108;-33,76173299;Sauce Chico;Harvest;1;959;1,581;325,88;1,000;147,08;21/11/2023;Activado;9,144;0,762;38,27;7,270;7,353;10983;7,353;10983;0,00;-17,78;0,00;-17,78;3;5,692;5,205;0,016;21/11/2023
-56,56418059;-33,76172128;Sauce Chico;Harvest;1;960;1,571;325,91;1,000;147,04;21/11/2023;Activado;9,144;0,762;33,37;7,270;6,453;9639,2;6,453;9639,2;0,00;-17,78;0,00;-17,78;3;5,656;5,172;0,014;21/11/2023
-56,56419019;-33,76170945;Sauce Chico;Harvest;1;961;1,581;326,02;1,000;146,99;21/11/2023;Activado;9,144;0,762;34,96;7,270;6,716;10033;6,716;10033;0,00;-17,78;0,00;-17,78;3;5,692;5,205;0,015;21/11/2023
-56,56419959;-33,76169774;Sauce Chico;Harvest;1;962;1,561;326,06;1,000;146,94;21/11/2023;Activado;9,144;0,762;31,10;7,270;6,053;9041,7;6,053;9041,7;0,00;-17,78;0,00;-17,78;3;5,620;5,139;0,013;21/11/2023
-56,56420916;-33,76168599;Sauce Chico;Harvest;1;963;1,581;325,98;1,000;146,92;21/11/2023;Activado;9,144;0,762;32,04;7,270;6,156;9195,9;6,156;9195,9;0,00;-17,78;0,00;-17,78;3;5,692;5,205;0,013;21/11/2023
-56,56421850;-33,76167414;Sauce Chico;Harvest;1;964;1,571;326,17;1,000;146,87;21/11/2023;Activado;10,67;0,00;27,18;7,270;4,505;6729,2;4,505;6729,2;0,00;-17,78;0,00;-17,78;3;5,656;6,034;0,011;21/11/2023
-56,56422823;-33,76166240;Sauce Chico;Harvest;1;965;1,581;325,87;1,000;146,83;21/11/2023;Activado;10,67;0,00;30,42;7,270;5,010;7483,7;5,010;7483,7;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,013;21/11/2023
-56,56423773;-33,76165049;Sauce Chico;Harvest;1;966;1,591;325,97;1,000;146,78;21/11/2023;Activado;10,67;0,00;25,99;7,270;4,254;6354,2;4,254;6354,2;0,00;-17,78;0,00;-17,78;3;5,728;6,111;0,011;21/11/2023
-56,56424733;-33,76163870;Sauce Chico;Harvest;1;967;1,581;325,85;1,000;146,74;21/11/2023;Activado;10,67;0,00;29,38;7,270;4,838;7227,3;4,838;7227,3;0,00;-17,78;0,00;-17,78;3;5,692;6,072;0,012;21/11/2023
-56,56425692;-33,76162681;Sauce Chico;Harvest;1;968;1,591;325,85;1,000;146,70;21/11/2023;Activado;10,67;0,00;16,51;0,00;2,702;4036,0;2,702;4036,0;0,00;-17,78;0,00;-17,78;3;5,728;6,111;0,0069;21/11/2023
-56,56426653;-33,76161488;Sauce Chico;Harvest;1;969;1,591;325,88;1,000;146,64;21/11/2023;Activado;10,67;0,00;14,13;0,00;2,312;3453,6;2,312;3453,6;0,00;-17,78;0,00;-17,78;3;5,728;6,111;0,0059;21/11/2023
-56,56427621;-33,76160291;Sauce Chico;Harvest;1;970;1,601;325,86;1,000;146,58;21/11/2023;Activado;10,67;0,00;16,92;0,00;2,751;4109,6;2,751;4109,6;0,00;-17,78;0,00;-17,78;3;5,764;6,149;0,0070;21/11/2023
-56,56428588;-33,76159085;Sauce Chico;Harvest;1;971;1,611;325,99;1,000;146,52;21/11/2023;Activado;10,67;0,00;18,90;0,00;3,054;4562,3;3,054;4562,3;0,00;-17,78;0,00;-17,78;3;5,800;6,187;0,0078;21/11/2023
-56,56428059;-33,76144021;Sauce Chico;Harvest;1;972;1,591;125,56;1,000;146,07;21/11/2023;Activado;10,67;0,00;31,97;7,860;5,232;7815,1;5,232;7815,1;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,013;21/11/2023
-56,56427057;-33,76145112;Sauce Chico;Harvest;1;973;1,531;130,99;1,000;146,13;21/11/2023;Activado;10,67;0,00;28,73;7,860;4,886;7298,2;4,886;7298,2;0,00;-17,78;0,00;-17,78;4;5,512;5,880;0,012;21/11/2023
-56,56426144;-33,76146265;Sauce Chico;Harvest;1;974;1,531;136,17;1,000;146,16;21/11/2023;Activado;10,67;0,00;34,67;7,860;5,896;8807,3;5,896;8807,3;0,00;-17,78;0,00;-17,78;4;5,512;5,880;0,014;21/11/2023
-56,56425237;-33,76147365;Sauce Chico;Harvest;1;975;1,481;138,99;1,000;146,23;21/11/2023;Activado;10,67;0,00;33,72;7,860;5,928;8855,4;5,928;8855,4;0,00;-17,78;0,00;-17,78;4;5,332;5,688;0,014;21/11/2023
-56,56424059;-33,76148299;Sauce Chico;Harvest;1;976;1,501;137,21;1,000;146,31;21/11/2023;Activado;10,67;0,00;36,24;7,860;6,286;9390,8;6,286;9390,8;0,00;-17,78;0,00;-17,78;4;5,404;5,765;0,015;21/11/2023
-56,56423082;-33,76149372;Sauce Chico;Harvest;1;977;1,491;138,97;1,000;146,37;21/11/2023;Activado;10,67;0,00;38,54;7,860;6,730;10053;6,730;10053;0,00;-17,78;0,00;-17,78;4;5,368;5,726;0,016;21/11/2023
-56,56421971;-33,76150338;Sauce Chico;Harvest;1;978;1,491;138,27;1,000;146,42;21/11/2023;Activado;10,67;0,00;40,78;7,860;7,121;10637;7,121;10637;0,00;-17,78;0,00;-17,78;4;5,368;5,726;0,017;21/11/2023
-56,56421076;-33,76151456;Sauce Chico;Harvest;1;979;1,491;140,71;1,000;146,49;21/11/2023;Activado;10,67;0,00;45,77;7,860;7,993;11940;7,993;11940;0,00;-17,78;0,00;-17,78;4;5,368;5,726;0,019;21/11/2023
-56,56420201;-33,76152597;Sauce Chico;Harvest;1;980;1,501;142,91;1,000;146,54;21/11/2023;Activado;10,67;0,00;47,38;7,870;8,218;12277;8,218;12277;0,00;-17,78;0,00;-17,78;4;5,404;5,765;0,020;21/11/2023
-56,56419309;-33,76153712;Sauce Chico;Harvest;1;981;1,491;143,93;1,000;146,59;21/11/2023;Activado;10,67;0,00;48,53;7,870;8,474;12659;8,474;12659;0,00;-17,78;0,00;-17,78;4;5,368;5,726;0,020;21/11/2023
-56,56418418;-33,76154858;Sauce Chico;Harvest;1;982;1,521;145,01;1,000;146,65;21/11/2023;Activado;10,67;0,00;49,44;7,880;8,464;12643;8,464;12643;0,00;-17,78;0,00;-17,78;4;5,476;5,842;0,021;21/11/2023
-56,56417504;-33,76156020;Sauce Chico;Harvest;1;983;1,541;145,53;1,000;146,70;21/11/2023;Activado;10,67;0,00;50,04;7,880;8,455;12631;8,455;12631;0,00;-17,78;0,00;-17,78;4;5,548;5,918;0,021;21/11/2023
-56,56416583;-33,76157186;Sauce Chico;Harvest;1;984;1,551;145,95;1,000;146,75;21/11/2023;Activado;10,67;0,00;52,79;7,890;8,862;13238;8,862;13238;0,00;-17,78;0,00;-17,78;4;5,584;5,957;0,022;21/11/2023
-56,56415647;-33,76158368;Sauce Chico;Harvest;1;985;1,571;146,01;1,000;146,79;21/11/2023;Activado;10,67;0,00;52,95;7,890;8,775;13108;8,775;13108;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,022;21/11/2023
-56,56414695;-33,76159532;Sauce Chico;Harvest;1;986;1,561;145,89;1,000;146,84;21/11/2023;Activado;10,67;0,00;53,05;7,890;8,849;13219;8,849;13219;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,022;21/11/2023
-56,56413740;-33,76160712;Sauce Chico;Harvest;1;987;1,581;145,77;1,000;146,89;21/11/2023;Activado;10,67;0,00;53,63;7,890;8,832;13194;8,832;13194;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,022;21/11/2023
-56,56412800;-33,76161881;Sauce Chico;Harvest;1;988;1,561;145,85;1,000;146,93;21/11/2023;Activado;10,67;0,00;52,30;7,890;8,724;13032;8,724;13032;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,022;21/11/2023
-56,56411850;-33,76163058;Sauce Chico;Harvest;1;989;1,571;145,81;1,000;147,00;21/11/2023;Activado;10,67;0,00;54,27;7,890;8,994;13436;8,994;13436;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,023;21/11/2023
-56,56410891;-33,76164208;Sauce Chico;Harvest;1;990;1,551;145,43;1,000;147,06;21/11/2023;Activado;10,67;0,00;48,86;7,890;8,203;12253;8,203;12253;0,00;-17,78;0,00;-17,78;4;5,584;5,957;0,020;21/11/2023
-56,56409960;-33,76165384;Sauce Chico;Harvest;1;991;1,561;145,64;1,000;147,11;21/11/2023;Activado;10,67;0,00;49,49;7,890;8,256;12332;8,256;12332;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,021;21/11/2023
-56,56409024;-33,76166555;Sauce Chico;Harvest;1;992;1,561;145,85;1,000;147,16;21/11/2023;Activado;10,67;0,00;46,25;7,890;7,715;11525;7,715;11525;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,019;21/11/2023
-56,56408080;-33,76167725;Sauce Chico;Harvest;1;993;1,561;145,81;1,000;147,20;21/11/2023;Activado;10,67;0,00;48,37;7,890;8,068;12052;8,068;12052;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,020;21/11/2023
-56,56407128;-33,76168904;Sauce Chico;Harvest;1;994;1,581;145,75;1,000;147,22;21/11/2023;Activado;10,67;0,00;45,64;7,890;7,517;11228;7,517;11228;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,019;21/11/2023
-56,56406181;-33,76170087;Sauce Chico;Harvest;1;995;1,581;145,78;1,000;147,25;21/11/2023;Activado;10,67;0,00;46,36;7,890;7,635;11405;7,635;11405;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,019;21/11/2023
-56,56405229;-33,76171253;Sauce Chico;Harvest;1;996;1,561;145,74;1,000;147,30;21/11/2023;Activado;10,67;0,00;42,88;7,890;7,153;10685;7,153;10685;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,018;21/11/2023
-56,56404262;-33,76172438;Sauce Chico;Harvest;1;997;1,591;145,68;1,000;147,34;21/11/2023;Activado;10,67;0,00;44,26;7,890;7,243;10819;7,243;10819;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,018;21/11/2023
-56,56403313;-33,76173596;Sauce Chico;Harvest;1;998;1,551;145,64;1,000;147,39;21/11/2023;Activado;10,67;0,00;42,72;7,890;7,172;10714;7,172;10714;0,00;-17,78;0,00;-17,78;4;5,584;5,957;0,018;21/11/2023
-56,56402348;-33,76174769;Sauce Chico;Harvest;1;999;1,581;145,59;1,000;147,44;21/11/2023;Activado;10,67;0,00;45,14;7,890;7,434;11105;7,434;11105;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,019;21/11/2023
-56,56401418;-33,76175936;Sauce Chico;Harvest;1;1000;1,551;145,83;1,000;147,48;21/11/2023;Activado;10,67;0,00;44,31;7,890;7,438;11110;7,438;11110;0,00;-17,78;0,00;-17,78;4;5,584;5,957;0,018;21/11/2023
-56,56400461;-33,76177103;Sauce Chico;Harvest;1;1001;1,571;145,85;1,000;147,53;21/11/2023;Activado;10,67;0,00;45,93;7,890;7,612;11371;7,612;11371;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,019;21/11/2023
-56,56399519;-33,76178291;Sauce Chico;Harvest;1;1002;1,581;145,94;1,000;147,57;21/11/2023;Activado;10,67;0,00;44,54;7,890;7,335;10958;7,335;10958;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,018;21/11/2023
-56,56398578;-33,76179471;Sauce Chico;Harvest;1;1003;1,571;146,19;1,000;147,60;21/11/2023;Activado;10,67;0,00;45,93;7,890;7,612;11372;7,612;11372;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,019;21/11/2023
-56,56397634;-33,76180647;Sauce Chico;Harvest;1;1004;1,571;146,13;1,000;147,64;21/11/2023;Activado;10,67;0,00;45,42;7,890;7,527;11244;7,527;11244;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,019;21/11/2023
-56,56396677;-33,76181833;Sauce Chico;Harvest;1;1005;1,591;146,17;1,000;147,68;21/11/2023;Activado;10,67;0,00;44,62;7,890;7,302;10908;7,302;10908;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,019;21/11/2023
-56,56395744;-33,76183001;Sauce Chico;Harvest;1;1006;1,561;146,14;1,000;147,74;21/11/2023;Activado;10,67;0,00;44,11;7,890;7,357;10991;7,357;10991;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,018;21/11/2023
-56,56394784;-33,76184158;Sauce Chico;Harvest;1;1007;1,561;145,88;1,000;147,79;21/11/2023;Activado;10,67;0,00;44,72;7,890;7,459;11142;7,459;11142;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,019;21/11/2023
-56,56393834;-33,76185314;Sauce Chico;Harvest;1;1008;1,551;145,77;1,000;147,84;21/11/2023;Activado;10,67;0,00;44,10;7,890;7,404;11060;7,404;11060;0,00;-17,78;0,00;-17,78;4;5,584;5,957;0,018;21/11/2023
-56,56392884;-33,76186471;Sauce Chico;Harvest;1;1009;1,551;145,72;1,000;147,89;21/11/2023;Activado;10,67;0,00;45,83;7,890;7,694;11493;7,694;11493;0,00;-17,78;0,00;-17,78;4;5,584;5,957;0,019;21/11/2023
-56,56391958;-33,76187657;Sauce Chico;Harvest;1;1010;1,571;146,08;1,000;147,92;21/11/2023;Activado;10,67;0,00;47,52;7,890;7,876;11765;7,876;11765;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,020;21/11/2023
