Longitude;Latitude;Lote;Conjunto de datos;Producto;Id obj.;Distancia(m);Curso(deg);Duración(s);Elevación(m);Tiempo;Cuenta de área;Anch. de fja.(m);Desviación Y(m);Flj cultivos(M)(tonne/h);Humedad(%);Masa de rend.(húmedo)(tonne/ha);(húmedo)Vol. Rend. (húmedo)(L/ha);(seco)Masa de rend.(tonne/ha);Vol. de rend.(seco)(L/ha);Humedad(%);Temp. aire(°C);Velocidad del viento(km/h);Temp. suelo(°C);Num. de paso;Velocidad(km/h);Prod.(ha/h);Flj cultivos(V)(m³/s);Fecha
-56,56309442;-33,76222716;Sauce Chico;Harvest;1;2572;1,521;145,95;1,000;149,53;21/11/2023;Activado;10,67;0,00;37,55;8,910;6,428;9601,6;6,428;9601,6;0,00;-17,78;0,00;-17,78;8;5,476;5,842;0,016;21/11/2023
-56,56308525;-33,76223848;Sauce Chico;Harvest;1;2573;1,511;145,88;1,000;149,56;21/11/2023;Activado;10,67;0,00;32,58;8,910;5,614;8386,4;5,614;8386,4;0,00;-17,78;0,00;-17,78;8;5,440;5,803;0,014;21/11/2023
-56,56307587;-33,76224967;Sauce Chico;Harvest;1;2574;1,511;145,58;1,000;149,61;21/11/2023;Activado;10,67;0,00;34,24;8,910;5,899;8812,6;5,899;8812,6;0,00;-17,78;0,00;-17,78;8;5,440;5,803;0,014;21/11/2023
-56,56306680;-33,76226096;Sauce Chico;Harvest;1;2575;1,511;145,72;1,000;149,63;21/11/2023;Activado;10,67;0,00;30,71;8,910;5,291;7904,5;5,291;7904,5;0,00;-17,78;0,00;-17,78;8;5,440;5,803;0,013;21/11/2023
-56,56305772;-33,76227215;Sauce Chico;Harvest;1;2576;1,501;145,85;1,000;149,65;21/11/2023;Activado;10,67;0,00;34,27;8,910;5,945;8880,7;5,945;8880,7;0,00;-17,78;0,00;-17,78;8;5,404;5,765;0,014;21/11/2023
-56,56304857;-33,76228352;Sauce Chico;Harvest;1;2577;1,521;146,02;1,000;149,68;21/11/2023;Activado;10,67;0,00;30,82;8,910;5,275;7880,1;5,275;7880,1;0,00;-17,78;0,00;-17,78;8;5,476;5,842;0,013;21/11/2023
-56,56303941;-33,76229500;Sauce Chico;Harvest;1;2578;1,531;146,15;1,000;149,69;21/11/2023;Activado;10,67;0,00;34,24;8,910;5,822;8697,5;5,822;8697,5;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,014;21/11/2023
-56,56303021;-33,76230646;Sauce Chico;Harvest;1;2579;1,531;146,10;1,000;149,71;21/11/2023;Activado;10,67;0,00;30,71;8,900;5,222;7801,2;5,222;7801,2;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,013;21/11/2023
-56,56302095;-33,76231791;Sauce Chico;Harvest;1;2580;1,531;145,97;1,000;149,73;21/11/2023;Activado;10,67;0,00;29,70;8,900;5,051;7545,2;5,051;7545,2;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,012;21/11/2023
-56,56301175;-33,76232925;Sauce Chico;Harvest;1;2581;1,521;145,81;1,000;149,74;21/11/2023;Activado;10,67;0,00;29,92;8,900;5,121;7650,0;5,121;7650,0;0,00;-17,78;0,00;-17,78;8;5,476;5,842;0,012;21/11/2023
-56,56300255;-33,76234072;Sauce Chico;Harvest;1;2582;1,531;145,85;1,000;149,77;21/11/2023;Activado;10,67;0,00;35,21;8,900;5,988;8944,4;5,988;8944,4;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,015;21/11/2023
-56,56299320;-33,76235209;Sauce Chico;Harvest;1;2583;1,531;145,75;1,000;149,77;21/11/2023;Activado;10,67;0,00;31,72;8,910;5,394;8057,3;5,394;8057,3;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,013;21/11/2023
-56,56298388;-33,76236351;Sauce Chico;Harvest;1;2584;1,531;145,80;1,000;149,79;21/11/2023;Activado;10,67;0,00;36,43;8,910;6,196;9255,4;6,196;9255,4;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,015;21/11/2023
-56,56297453;-33,76237499;Sauce Chico;Harvest;1;2585;1,541;145,76;1,000;149,82;21/11/2023;Activado;10,67;0,00;33,95;8,910;5,736;8568,4;5,736;8568,4;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,014;21/11/2023
-56,56296526;-33,76238652;Sauce Chico;Harvest;1;2586;1,541;145,85;1,000;149,82;21/11/2023;Activado;10,67;0,00;37,55;8,920;6,344;9477,0;6,344;9477,0;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,016;21/11/2023
-56,56295608;-33,76239806;Sauce Chico;Harvest;1;2587;1,541;145,99;1,000;149,82;21/11/2023;Activado;10,67;0,00;36,54;8,910;6,174;9222,6;6,174;9222,6;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,015;21/11/2023
-56,56294677;-33,76240957;Sauce Chico;Harvest;1;2588;1,541;145,96;1,000;149,83;21/11/2023;Activado;10,67;0,00;39,35;8,910;6,648;9931,3;6,648;9931,3;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,016;21/11/2023
-56,56293760;-33,76242111;Sauce Chico;Harvest;1;2589;1,541;146,10;1,000;149,83;21/11/2023;Activado;10,67;0,00;39,42;8,910;6,660;9949,5;6,660;9949,5;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,016;21/11/2023
-56,56292824;-33,76243249;Sauce Chico;Harvest;1;2590;1,531;145,92;1,000;149,82;21/11/2023;Activado;10,67;0,00;43,45;8,910;7,390;11039;7,390;11039;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,018;21/11/2023
-56,56291898;-33,76244399;Sauce Chico;Harvest;1;2591;1,541;145,95;1,000;149,84;21/11/2023;Activado;10,67;0,00;38,34;8,910;6,478;9676,9;6,478;9676,9;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,016;21/11/2023
-56,56290948;-33,76245548;Sauce Chico;Harvest;1;2592;1,551;145,69;1,000;149,83;21/11/2023;Activado;10,67;0,00;41,87;8,920;7,028;10499;7,028;10499;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,017;21/11/2023
-56,56290037;-33,76246714;Sauce Chico;Harvest;1;2593;1,541;146,00;1,000;149,84;21/11/2023;Activado;10,67;0,00;44,64;8,920;7,542;11267;7,542;11267;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,019;21/11/2023
-56,56289094;-33,76247858;Sauce Chico;Harvest;1;2594;1,541;145,76;1,000;149,83;21/11/2023;Activado;10,67;0,00;44,21;8,920;7,469;11158;7,469;11158;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,018;21/11/2023
-56,56288159;-33,76249004;Sauce Chico;Harvest;1;2595;1,541;145,78;1,000;149,83;21/11/2023;Activado;10,67;0,00;44,42;8,920;7,506;11213;7,506;11213;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,018;21/11/2023
-56,56287237;-33,76250150;Sauce Chico;Harvest;1;2596;1,531;145,78;1,000;149,86;21/11/2023;Activado;10,67;0,00;44,57;8,910;7,579;11322;7,579;11322;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,018;21/11/2023
-56,56286316;-33,76251299;Sauce Chico;Harvest;1;2597;1,531;145,78;1,000;149,87;21/11/2023;Activado;10,67;0,00;43,78;8,910;7,445;11121;7,445;11121;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,018;21/11/2023
-56,56285390;-33,76252438;Sauce Chico;Harvest;1;2598;1,531;145,70;1,000;149,87;21/11/2023;Activado;10,67;0,00;42,41;8,900;7,212;10774;7,212;10774;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,018;21/11/2023
-56,56284471;-33,76253590;Sauce Chico;Harvest;1;2599;1,531;145,82;1,000;149,88;21/11/2023;Activado;10,67;0,00;40,61;8,900;6,906;10316;6,906;10316;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,017;21/11/2023
-56,56283550;-33,76254737;Sauce Chico;Harvest;1;2600;1,531;145,85;1,000;149,88;21/11/2023;Activado;10,67;0,00;41,26;8,890;7,016;10481;7,016;10481;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,017;21/11/2023
-56,56282614;-33,76255876;Sauce Chico;Harvest;1;2601;1,531;145,67;1,000;149,89;21/11/2023;Activado;10,67;0,00;44,21;8,880;7,518;11231;7,518;11231;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,018;21/11/2023
-56,56281678;-33,76257023;Sauce Chico;Harvest;1;2602;1,541;145,60;1,000;149,90;21/11/2023;Activado;10,67;0,00;40,75;8,890;6,886;10286;6,886;10286;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,017;21/11/2023
-56,56280752;-33,76258177;Sauce Chico;Harvest;1;2603;1,541;145,78;1,000;149,89;21/11/2023;Activado;10,67;0,00;44,71;8,890;7,555;11285;7,555;11285;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,019;21/11/2023
-56,56279820;-33,76259326;Sauce Chico;Harvest;1;2604;1,541;145,91;1,000;149,89;21/11/2023;Activado;10,67;0,00;42,44;8,890;7,171;10713;7,171;10713;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,018;21/11/2023
-56,56278888;-33,76260490;Sauce Chico;Harvest;1;2605;1,551;145,95;1,000;149,88;21/11/2023;Activado;10,67;0,00;46,66;8,890;7,832;11700;7,832;11700;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,019;21/11/2023
-56,56277938;-33,76261641;Sauce Chico;Harvest;1;2606;1,551;145,87;1,000;149,88;21/11/2023;Activado;10,67;0,00;45,11;8,890;7,572;11312;7,572;11312;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,019;21/11/2023
-56,56277012;-33,76262803;Sauce Chico;Harvest;1;2607;1,551;146,11;1,000;149,89;21/11/2023;Activado;10,67;0,00;46,26;8,900;7,766;11601;7,766;11601;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,019;21/11/2023
-56,56276091;-33,76263958;Sauce Chico;Harvest;1;2608;1,541;146,33;1,000;149,89;21/11/2023;Activado;10,67;0,00;46,26;8,890;7,816;11676;7,816;11676;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,019;21/11/2023
-56,56275171;-33,76265099;Sauce Chico;Harvest;1;2609;1,531;146,10;1,000;149,91;21/11/2023;Activado;10,67;0,00;46,94;8,880;7,984;11926;7,984;11926;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,019;21/11/2023
-56,56274230;-33,76266255;Sauce Chico;Harvest;1;2610;1,551;145,99;1,000;149,92;21/11/2023;Activado;10,67;0,00;46,33;8,880;7,778;11619;7,778;11619;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,019;21/11/2023
-56,56273307;-33,76267414;Sauce Chico;Harvest;1;2611;1,541;146,00;1,000;149,92;21/11/2023;Activado;10,67;0,00;46,48;8,880;7,853;11730;7,853;11730;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,019;21/11/2023
-56,56272374;-33,76268564;Sauce Chico;Harvest;1;2612;1,541;145,84;1,000;149,91;21/11/2023;Activado;10,67;0,00;46,94;8,880;7,932;11849;7,932;11849;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,019;21/11/2023
-56,56271421;-33,76269720;Sauce Chico;Harvest;1;2613;1,551;145,63;1,000;149,89;21/11/2023;Activado;10,67;0,00;46,01;8,880;7,723;11537;7,723;11537;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,019;21/11/2023
-56,56270484;-33,76270874;Sauce Chico;Harvest;1;2614;1,551;145,83;1,000;149,89;21/11/2023;Activado;10,67;0,00;44,24;8,870;7,427;11095;7,427;11095;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,018;21/11/2023
-56,56269560;-33,76272031;Sauce Chico;Harvest;1;2615;1,541;145,99;1,000;149,89;21/11/2023;Activado;10,67;0,00;39,20;8,880;6,624;9895,0;6,624;9895,0;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,016;21/11/2023
-56,56268631;-33,76273184;Sauce Chico;Harvest;1;2616;1,541;146,05;1,000;149,90;21/11/2023;Activado;10,67;0,00;43,92;8,880;7,421;11085;7,421;11085;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,018;21/11/2023
-56,56267713;-33,76274333;Sauce Chico;Harvest;1;2617;1,531;146,05;1,000;149,89;21/11/2023;Activado;10,67;0,00;42,84;8,880;7,286;10883;7,286;10883;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,018;21/11/2023
-56,56266764;-33,76275475;Sauce Chico;Harvest;1;2618;1,541;145,94;1,000;149,90;21/11/2023;Activado;10,67;0,00;44,28;8,880;7,482;11176;7,482;11176;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,018;21/11/2023
-56,56265823;-33,76276629;Sauce Chico;Harvest;1;2619;1,551;145,79;1,000;149,89;21/11/2023;Activado;10,67;0,00;44,14;8,870;7,409;11068;7,409;11068;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,018;21/11/2023
-56,56264893;-33,76277776;Sauce Chico;Harvest;1;2620;1,541;145,81;1,000;149,89;21/11/2023;Activado;10,67;0,00;43,70;8,880;7,384;11031;7,384;11031;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,018;21/11/2023
-56,56263958;-33,76278936;Sauce Chico;Harvest;1;2621;1,551;145,71;1,000;149,88;21/11/2023;Activado;10,67;0,00;43,92;8,880;7,373;11014;7,373;11014;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,018;21/11/2023
-56,56263024;-33,76280088;Sauce Chico;Harvest;1;2622;1,541;145,71;1,000;149,87;21/11/2023;Activado;10,67;0,00;42,59;8,880;7,196;10749;7,196;10749;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,018;21/11/2023
-56,56262089;-33,76281237;Sauce Chico;Harvest;1;2623;1,541;145,69;1,000;149,88;21/11/2023;Activado;10,67;0,00;44,78;8,880;7,567;11303;7,567;11303;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,019;21/11/2023
-56,56261150;-33,76282399;Sauce Chico;Harvest;1;2624;1,551;145,67;1,000;149,88;21/11/2023;Activado;10,67;0,00;45,68;8,880;7,669;11456;7,669;11456;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,019;21/11/2023
-56,56260234;-33,76283555;Sauce Chico;Harvest;1;2625;1,541;145,97;1,000;149,89;21/11/2023;Activado;10,67;0,00;46,51;8,880;7,859;11740;7,859;11740;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,019;21/11/2023
-56,56259324;-33,76284726;Sauce Chico;Harvest;1;2626;1,551;146,19;1,000;149,90;21/11/2023;Activado;10,67;0,00;44,42;8,880;7,458;11140;7,458;11140;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,018;21/11/2023
-56,56258389;-33,76285881;Sauce Chico;Harvest;1;2627;1,551;146,02;1,000;149,89;21/11/2023;Activado;10,67;0,00;43,99;8,880;7,385;11032;7,385;11032;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,018;21/11/2023
-56,56257429;-33,76287046;Sauce Chico;Harvest;1;2628;1,571;145,78;1,000;149,88;21/11/2023;Activado;10,67;0,00;38,41;8,880;6,366;9510,0;6,366;9510,0;0,00;-17,78;0,00;-17,78;8;5,656;6,034;0,016;21/11/2023
-56,56256491;-33,76288216;Sauce Chico;Harvest;1;2629;1,561;145,89;1,000;149,87;21/11/2023;Activado;10,67;0,00;41,40;8,880;6,905;10315;6,905;10315;0,00;-17,78;0,00;-17,78;8;5,620;5,995;0,017;21/11/2023
-56,56255533;-33,76289384;Sauce Chico;Harvest;1;2630;1,571;145,71;1,000;149,87;21/11/2023;Activado;10,67;0,00;30,56;8,880;5,066;7567,0;5,066;7567,0;0,00;-17,78;0,00;-17,78;8;5,656;6,034;0,013;21/11/2023
-56,56254582;-33,76290534;Sauce Chico;Harvest;1;2631;1,551;145,62;1,000;149,85;21/11/2023;Activado;10,67;0,00;35,89;8,880;6,025;9000,6;6,025;9000,6;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,015;21/11/2023
-56,56253657;-33,76291693;Sauce Chico;Harvest;1;2632;1,541;145,81;1,000;149,86;21/11/2023;Activado;10,67;0,00;34,24;8,880;5,785;8641,1;5,785;8641,1;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,014;21/11/2023
-56,56252707;-33,76292856;Sauce Chico;Harvest;1;2633;1,561;145,86;1,000;149,86;21/11/2023;Activado;10,67;0,00;38,12;8,880;6,359;9499,1;6,359;9499,1;0,00;-17,78;0,00;-17,78;8;5,620;5,995;0,016;21/11/2023
-56,56251763;-33,76294019;Sauce Chico;Harvest;1;2634;1,561;145,87;1,000;149,87;21/11/2023;Activado;10,67;0,00;34,96;8,870;5,831;8709,8;5,831;8709,8;0,00;-17,78;0,00;-17,78;8;5,620;5,995;0,015;21/11/2023
-56,56250818;-33,76295184;Sauce Chico;Harvest;1;2635;1,561;145,79;1,000;149,87;21/11/2023;Activado;10,67;0,00;41,62;8,880;6,941;10369;6,941;10369;0,00;-17,78;0,00;-17,78;8;5,620;5,995;0,017;21/11/2023
-56,56249888;-33,76296351;Sauce Chico;Harvest;1;2636;1,551;145,94;1,000;149,88;21/11/2023;Activado;10,67;0,00;40,86;8,880;6,859;10246;6,859;10246;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,017;21/11/2023
-56,56248962;-33,76297511;Sauce Chico;Harvest;1;2637;1,551;145,99;1,000;149,89;21/11/2023;Activado;10,67;0,00;41,65;8,880;6,992;10445;6,992;10445;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,017;21/11/2023
-56,56248012;-33,76298673;Sauce Chico;Harvest;1;2638;1,561;145,99;1,000;149,89;21/11/2023;Activado;10,67;0,00;39,35;8,880;6,563;9804,1;6,563;9804,1;0,00;-17,78;0,00;-17,78;8;5,620;5,995;0,016;21/11/2023
-56,56247093;-33,76299833;Sauce Chico;Harvest;1;2639;1,541;146,00;1,000;149,90;21/11/2023;Activado;10,67;0,00;42,19;8,880;7,129;10649;7,129;10649;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,018;21/11/2023
-56,56246162;-33,76300984;Sauce Chico;Harvest;1;2640;1,541;145,99;1,000;149,90;21/11/2023;Activado;10,67;0,00;39,78;8,880;6,721;10040;6,721;10040;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,017;21/11/2023
-56,56245222;-33,76302132;Sauce Chico;Harvest;1;2641;1,541;145,78;1,000;149,90;21/11/2023;Activado;10,67;0,00;42,52;8,870;7,184;10731;7,184;10731;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,018;21/11/2023
-56,56244297;-33,76303279;Sauce Chico;Harvest;1;2642;1,531;145,79;1,000;149,93;21/11/2023;Activado;10,67;0,00;40,61;8,870;6,906;10316;6,906;10316;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,017;21/11/2023
-56,56243374;-33,76304425;Sauce Chico;Harvest;1;2643;1,531;145,86;1,000;149,93;21/11/2023;Activado;10,67;0,00;45,76;8,880;7,782;11624;7,782;11624;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,019;21/11/2023
-56,56242443;-33,76305571;Sauce Chico;Harvest;1;2644;1,541;145,88;1,000;149,94;21/11/2023;Activado;10,67;0,00;45,40;8,880;7,670;11458;7,670;11458;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,019;21/11/2023
-56,56241527;-33,76306707;Sauce Chico;Harvest;1;2645;1,521;145,82;1,000;149,95;21/11/2023;Activado;10,67;0,00;46,01;8,880;7,876;11765;7,876;11765;0,00;-17,78;0,00;-17,78;8;5,476;5,842;0,019;21/11/2023
-56,56240587;-33,76307853;Sauce Chico;Harvest;1;2646;1,541;145,84;1,000;149,93;21/11/2023;Activado;10,67;0,00;43,67;8,880;7,378;11022;7,378;11022;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,018;21/11/2023
-56,56239672;-33,76309001;Sauce Chico;Harvest;1;2647;1,531;145,94;1,000;149,95;21/11/2023;Activado;10,67;0,00;37,76;8,870;6,422;9593,8;6,422;9593,8;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,016;21/11/2023
-56,56238728;-33,76310140;Sauce Chico;Harvest;1;2648;1,541;145,78;1,000;149,97;21/11/2023;Activado;10,67;0,00;35,93;8,880;6,070;9068,1;6,070;9068,1;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,015;21/11/2023
-56,56237813;-33,76311287;Sauce Chico;Harvest;1;2649;1,531;145,97;1,000;149,97;21/11/2023;Activado;10,67;0,00;34,60;8,870;5,884;8789,0;5,884;8789,0;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,014;21/11/2023
-56,56236891;-33,76312435;Sauce Chico;Harvest;1;2650;1,531;146,03;1,000;149,95;21/11/2023;Activado;10,67;0,00;36,76;8,870;6,251;9337,7;6,251;9337,7;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,015;21/11/2023
-56,56235967;-33,76313579;Sauce Chico;Harvest;1;2651;1,531;146,01;1,000;149,97;21/11/2023;Activado;10,67;0,00;35,03;8,870;5,957;8898,7;5,957;8898,7;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,015;21/11/2023
-56,56235030;-33,76314737;Sauce Chico;Harvest;1;2652;1,551;145,96;1,000;149,98;21/11/2023;Activado;10,67;0,00;35,03;8,870;5,880;8784,0;5,880;8784,0;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,015;21/11/2023
-56,56234088;-33,76315888;Sauce Chico;Harvest;1;2653;1,551;145,92;1,000;149,97;21/11/2023;Activado;10,67;0,00;33,55;8,870;5,632;8413,8;5,632;8413,8;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,014;21/11/2023
-56,56233138;-33,76317043;Sauce Chico;Harvest;1;2654;1,551;145,87;1,000;149,98;21/11/2023;Activado;10,67;0,00;37,48;8,870;6,291;9397,9;6,291;9397,9;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,016;21/11/2023
-56,56232201;-33,76318204;Sauce Chico;Harvest;1;2655;1,551;146,05;1,000;149,97;21/11/2023;Activado;10,67;0,00;35,82;8,870;6,013;8982,6;6,013;8982,6;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,015;21/11/2023
-56,56231292;-33,76319382;Sauce Chico;Harvest;1;2656;1,551;146,40;1,000;149,98;21/11/2023;Activado;10,67;0,00;43,81;8,870;7,355;10987;7,355;10987;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,018;21/11/2023
-56,56230342;-33,76320553;Sauce Chico;Harvest;1;2657;1,571;146,21;1,000;149,97;21/11/2023;Activado;10,67;0,00;36,00;8,870;5,966;8912,8;5,966;8912,8;0,00;-17,78;0,00;-17,78;8;5,656;6,034;0,015;21/11/2023
-56,56229377;-33,76321712;Sauce Chico;Harvest;1;2658;1,571;145,80;1,000;149,96;21/11/2023;Activado;10,67;0,00;41,94;8,880;6,951;10383;6,951;10383;0,00;-17,78;0,00;-17,78;8;5,656;6,034;0,017;21/11/2023
-56,56228444;-33,76322886;Sauce Chico;Harvest;1;2659;1,561;146,05;1,000;149,96;21/11/2023;Activado;10,67;0,00;35,82;8,880;5,975;8925,0;5,975;8925,0;0,00;-17,78;0,00;-17,78;8;5,620;5,995;0,015;21/11/2023
-56,56227515;-33,76324060;Sauce Chico;Harvest;1;2660;1,561;146,25;1,000;149,96;21/11/2023;Activado;10,67;0,00;35,42;8,880;5,909;8826,4;5,909;8826,4;0,00;-17,78;0,00;-17,78;8;5,620;5,995;0,015;21/11/2023
-56,56226559;-33,76325217;Sauce Chico;Harvest;1;2661;1,561;145,91;1,000;149,94;21/11/2023;Activado;10,67;0,00;31,97;8,880;5,332;7965,3;5,332;7965,3;0,00;-17,78;0,00;-17,78;8;5,620;5,995;0,013;21/11/2023
-56,56225631;-33,76326376;Sauce Chico;Harvest;1;2662;1,541;146,08;1,000;149,96;21/11/2023;Activado;10,67;0,00;37,01;8,870;6,253;9340,7;6,253;9340,7;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,015;21/11/2023
-56,56224697;-33,76327536;Sauce Chico;Harvest;1;2663;1,551;145,99;1,000;149,98;21/11/2023;Activado;10,67;0,00;33,70;8,880;5,657;8450,0;5,657;8450,0;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,014;21/11/2023
-56,56223766;-33,76328691;Sauce Chico;Harvest;1;2664;1,541;145,94;1,000;149,97;21/11/2023;Activado;10,67;0,00;40,07;8,880;6,770;10113;6,770;10113;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,017;21/11/2023
-56,56222827;-33,76329849;Sauce Chico;Harvest;1;2665;1,551;145,87;1,000;149,94;21/11/2023;Activado;10,67;0,00;41,87;8,880;7,028;10499;7,028;10499;0,00;-17,78;0,00;-17,78;8;5,584;5,957;0,017;21/11/2023
-56,56221896;-33,76331023;Sauce Chico;Harvest;1;2666;1,561;146,36;1,000;149,92;21/11/2023;Activado;10,67;0,00;44,21;8,870;7,374;11015;7,374;11015;0,00;-17,78;0,00;-17,78;8;5,620;5,995;0,018;21/11/2023
-56,56220948;-33,76332203;Sauce Chico;Harvest;1;2667;1,581;146,32;1,000;149,89;21/11/2023;Activado;10,67;0,00;41,00;8,870;6,753;10087;6,753;10087;0,00;-17,78;0,00;-17,78;8;5,692;6,072;0,017;21/11/2023
-56,56219947;-33,76333369;Sauce Chico;Harvest;1;2668;1,591;145,76;1,000;149,82;21/11/2023;Activado;10,67;0,00;40,75;8,880;6,669;9962,5;6,669;9962,5;0,00;-17,78;0,00;-17,78;8;5,728;6,111;0,017;21/11/2023
-56,56218998;-33,76334530;Sauce Chico;Harvest;1;2669;1,561;146,06;1,000;149,80;21/11/2023;Activado;10,67;0,00;35,21;8,880;5,873;8772,6;5,873;8772,6;0,00;-17,78;0,00;-17,78;8;5,620;5,995;0,015;21/11/2023
-56,56218077;-33,76335715;Sauce Chico;Harvest;1;2670;1,571;146,25;1,000;149,75;21/11/2023;Activado;10,67;0,00;38,41;8,880;6,366;9510,0;6,366;9510,0;0,00;-17,78;0,00;-17,78;8;5,656;6,034;0,016;21/11/2023
-56,56217103;-33,76336895;Sauce Chico;Harvest;1;2671;1,591;146,00;1,000;149,77;21/11/2023;Activado;10,67;0,00;38,56;8,880;6,310;9425,6;6,310;9425,6;0,00;-17,78;0,00;-17,78;8;5,728;6,111;0,016;21/11/2023
-56,56216211;-33,76338050;Sauce Chico;Harvest;1;2672;1,531;146,53;1,000;149,79;21/11/2023;Activado;10,67;0,00;37,48;8,870;6,373;9520,6;6,373;9520,6;0,00;-17,78;0,00;-17,78;8;5,512;5,880;0,016;21/11/2023
-56,56215287;-33,76339091;Sauce Chico;Harvest;1;2673;1,441;145,74;1,000;149,95;21/11/2023;Activado;10,67;0,00;37,55;8,870;6,784;10135;6,784;10135;0,00;-17,78;0,00;-17,78;8;5,188;5,534;0,016;21/11/2023
-56,56214395;-33,76340230;Sauce Chico;Harvest;1;2674;1,511;146,15;1,000;150,02;21/11/2023;Activado;10,67;0,00;38,27;8,880;6,594;9850,5;6,594;9850,5;0,00;-17,78;0,00;-17,78;8;5,440;5,803;0,016;21/11/2023
-56,56213522;-33,76341356;Sauce Chico;Harvest;1;2675;1,491;146,63;1,000;150,01;21/11/2023;Activado;10,67;0,00;37,80;8,880;6,601;9860,5;6,601;9860,5;0,00;-17,78;0,00;-17,78;8;5,368;5,726;0,016;21/11/2023
-56,56212584;-33,76342508;Sauce Chico;Harvest;1;2676;1,541;146,56;1,000;149,97;21/11/2023;Activado;10,67;0,00;35,28;8,870;5,961;8904,6;5,961;8904,6;0,00;-17,78;0,00;-17,78;8;5,548;5,918;0,015;21/11/2023
